node_id,x,y,demand
0,1.2857020276919962,1.37895477936393,1.166318697453335
1,4.99277862440115,3.9039003360914784,4.195289883823092
2,6.014983576233575,4.978403528910281,1.9840812299940906
3,0.28689008371944547,2.8582214763697067,1.1173561755748898
4,1.4792608457745593,6.057829045539176,2.8659174114279327
5,9.282110229603695,6.025037292093945,3.871424800966098
6,0.7042057615419683,2.398176582143164,2.744127160422235
7,1.2977394939929798,6.225674878326489,2.456533148970549
8,9.48328453291775,3.5725291755417645,3.6341083569178587
9,6.218835927963829,7.346895986537502,1.6514190216275804
10,3.68993123729791,2.904179516189237,1.0453275140723735
11,5.113900218032627,7.987934288403706,3.36969205921845
12,6.628429525167992,4.151104808854095,3.121802144418392
13,2.753088157611293,5.532402344263726,4.463282019223737
14,1.3796807286695534,6.73346321688035,2.663480805252727
15,7.880395945039918,5.183773755014462,4.144461198461137
16,6.703605841024838,2.5761816543803873,1.0717034072138412
17,5.123823134831604,9.79381586495416,1.1091114003014289
18,8.167364359696581,0.9605540688734415,3.3942617893277665
19,5.490752688700264,3.2492367611655326,1.904958633707889
20,9.809136392973056,5.4911229808243744,1.2690619073642426
21,2.045094613300449,0.2870047226297001,1.510998270094491
22,5.537303628652278,1.549130860920257,2.4989722923692117
23,4.836246969233877,7.992644185605979,2.3485477278322793
24,3.532748550604481,7.8381438199506555,3.255169957514086
25,5.915953039490435,6.369663971231066,4.550381193443458
26,2.3530123166758052,9.017996600943878,2.4627102773655483
27,8.022026837784836,7.5552340333705565,1.7366266452477044
28,8.673335518424146,2.9878446694892125,3.3121209911133103
29,1.2875967122785104,6.448665262126427,1.008631112717934
30,4.670732067382711,3.4008236435920547,2.539273465416445
31,2.7714489253370433,7.498444329241765,2.268947550392936
32,0.8311699773524239,3.8479370884446573,2.5495650673670958
33,8.959443082503675,1.5324335875809325,1.203204123863857
34,4.299486920478354,8.764566082257105,3.216867544470932
35,1.4769129996209407,6.904054473036009,3.4966708583483306
36,6.733623572759107,7.446787391543124,3.9978618712725247
37,2.0221602778803813,5.595979145034931,4.829814714247124
38,9.014310786881769,7.8294161779698594,2.4189704887214254
39,2.1714825741852817,4.47873396378697,3.6251607060061457
40,0.3307468737742869,5.657930406632432,2.768168873457436
41,2.0076895416121934,0.6256378239250149,1.8601908562787028
42,3.4574787375563956,5.550687141384284,4.557180861135893
43,4.689081634224847,8.146035999178059,3.983625529262647
44,9.061343388955606,7.055455237189695,4.7711555904500775
45,6.973610887362978,8.031521953292046,4.2861681051903675
46,3.3932066074244527,4.960991196561647,4.669872058336441
47,0.16877215097497844,8.813351361127383,1.5121916511426803
48,1.5982369410498098,1.0830233817094292,1.0628581429010202
49,9.964358755396706,8.757005297821616,1.7943489178773042
50,4.597159798931846,3.712714947378565,2.6485003771663687
51,6.910399163187593,0.9096253171594515,3.7505720628962673
52,0.54668061401838,6.1933301849020115,2.753844733410937
53,0.34050278947037604,4.548926050794176,3.053385120507232
54,8.458901064450576,4.283726025327331,4.0439684504140025
55,5.878819406668605,8.520290412145554,1.2824137450146091
56,3.08709743204562,1.3779136744001885,3.7132008720131098
57,3.1737663828133744,6.169348093129682,1.1949146335230987
58,0.8923725441774877,4.137501484214639,1.9945941263501443
59,1.7266960110857543,5.282587549369062,3.8890950943895426
60,0.24586107465186302,4.9940938063214375,3.7322730396203583
61,8.391248483727816,1.3412907512792005,2.621145958627734
62,4.663031972031652,5.120153820260779,2.1782306983258586
63,1.272029160585304,8.621054904741083,4.3124310480183645
64,7.392468740336921,1.7123424525737252,2.0990135557956884
65,1.9565282994532096,0.11468891729525477,1.1248453927663062
66,0.6192023514845257,0.6756529676327105,1.989069162474277
67,5.983921073240381,4.597957031351009,1.0847735269618792
68,8.957577517412815,9.744520536915973,4.242763391920253
69,0.269434113847028,0.4423689898752281,1.4890793505690434
70,8.051359898916692,9.90929513406145,4.8958801644782195
71,1.9017001672834077,5.360530822434132,1.8519347455804014
72,0.9290142163654713,1.2014027194342691,2.2242856599906284
73,0.17962035652556163,4.185393750177311,3.3407691450213797
74,2.9297506701208595,2.0736007044427716,2.2328324282033005
75,7.271117439819181,7.141514680947932,2.5171755412056975
76,4.9317895100811695,5.41513690465592,1.416840775526223
77,8.529199944545278,2.879599521710295,2.5562839496143663
78,2.1721130352149034,2.554226367034411,1.1009317595515435
79,3.1518274714343164,8.669768730366624,1.8958676896839637
80,2.5814085185458833,7.66242024044932,4.637881318226847
81,9.78301137314217,4.361850420748407,2.123105896176879
82,9.410059946514348,4.055112334028184,2.083593379934116
83,3.406861758565091,7.3747290636563765,3.717049759107339
84,4.36001503592331,9.70734628955791,4.53161308499522
85,3.1431962870385286,0.7959263162674379,2.183377376593789
86,7.465089173054106,1.5908361643178004,2.5053152528808846
87,0.4001310255319024,3.6232669982372325,3.8586894188380714
88,0.6743893309202609,5.077147937418397,4.168583902014703
89,4.040375874684062,0.7140874694019728,3.4551756490243264
90,2.45094051114064,0.534896123571954,1.7159896266940713
91,8.452249817012268,2.194622515809818,1.72294128095343
92,7.418070964752901,3.859595241571178,4.031810746619726
93,5.457939825229568,7.392819211283648,3.827318958042856
94,6.614755143135006,6.099143143960753,4.585115697433956
95,6.922791066849239,0.2920409544990077,4.119200333055119
96,7.810548233983421,0.4501285349611128,2.684866623874551
97,9.275025971156827,4.5202972614843,1.5330978892540852
98,1.4973517378773293,8.74850653338439,4.561888274608023
99,6.261301577453815,9.14997117607591,3.782172517132261
100,1.4362144311335512,3.6510542830960233,3.305501552062573
101,4.431309412846969,8.873726591779965,3.727476893029156
102,7.8628478862373195,9.291243083646291,2.540579962621814
103,8.946977936861455,4.066140137839536,2.3731205242396296
104,7.592281541245297,7.460731617010243,3.3017546208501276
105,0.3540820408159373,3.6534234641107854,2.9309889463159378
106,3.594120764337767,1.5357701224473241,3.835879026645679
107,1.630568324215289,5.751979552007941,4.744372580014167
108,9.988024876324017,0.8642231227631414,4.3891793358091
109,1.4401535763003737,6.633531579416992,2.5498817475631386
110,2.4431444284648296,8.091999062430624,2.489906605691448
111,3.5721971277952704,9.154059429607871,4.707329076203957
112,0.6088670290918796,4.480249850197672,2.5784876371358827
113,8.703849170433337,1.1738479923916079,4.200955942080112
114,6.363614218631243,9.024915139224074,1.370967638817329
115,1.5974823995841991,8.703699203071189,2.8044316670278393
116,4.982685577125502,9.676102180263191,3.0649546767088744
117,0.7866975863495762,5.939788493027631,4.235352787745889
118,6.109797873598957,6.734035541401086,4.510440606237142
119,2.3166322809745763,3.732794779477815,1.6106369080471388
120,0.386389328647585,1.8313597755640365,3.4686232774758707
121,1.152375036939025,2.917150127565651,3.5165583123284025
122,5.552626226202211,7.206565393341177,1.6061609035535334
123,6.3698061095818215,3.249836343311342,4.3342878318668605
124,3.248006471341971,6.915864796188861,3.213854512961133
125,6.434524295610869,5.0215920915909384,4.846865658899111
126,3.520660999086127,4.489960917456721,1.745245135364733
127,1.306590067902328,9.676279024466846,3.0998804100668167
128,3.152102819233672,1.6609051659683216,2.293806915977404
129,3.952682262538195,4.871607937962662,3.5699002691403776
130,9.126388347030948,1.5971464064360485,3.432298549124485
131,1.1566037371975635,9.374569713187853,3.0497073766421803
132,0.8616389056725349,4.88619411994327,2.2994251520497966
133,5.615020270717128,3.3196601563982653,3.015773211818991
134,9.63392788469826,1.6832029320045616,2.4890235331503616
135,9.072551262567929,5.941006993085347,4.563120393080112
136,7.002440577845749,3.9895892552071146,2.8460934032733434
137,0.6675074664565528,1.2718013544977114,2.9009342385834134
138,8.064014242808891,0.3237375217664762,2.034236049253556
139,6.833747373821576,3.9130259991577363,2.0153408254764575
140,1.439302392509284,5.831684264772582,4.815550369100417
141,4.6494372602737135,5.188251065993167,2.256016868405811
142,0.49322655379534064,9.00027747405641,4.473366580995789
143,8.018759652846496,9.116185024660929,3.379107044232088
144,7.1863421718828295,9.362974360911515,4.922078735503252
145,8.046280999180528,7.996926496140826,1.6562983334490804
146,7.604156406201772,4.77615780162811,4.766295682422026
147,2.672575769626974,5.237951180754315,4.089878893985239
148,7.897405144935111,3.9731505992622806,3.272048799058671
149,2.491706459204064,3.9954379237749493,3.835426318279538
